postcode,lat,lon
6166,115.791,32.1475
6167,115.826,32.2213
6168,115.739,32.2816
6169,115.746,32.3421
6170,115.835,32.2694
6171,115.831,32.3323
6172,115.749,32.3723
6173,115.755,32.4074
6174,115.759,32.4266
6175,115.758,32.4459
6176,115.808,32.4215
6201,115.995,32.2286
6202,115.891,32.3465
6203,116.125,32.3279
6205,116.121,32.4911
6207,115.959,32.5107
6208,115.845,32.673
6210,115.757,32.6249
6213,116.129,32.7164
6214,115.858,32.7388
6215,115.906,32.8526
6218,115.901,32.9481
6220,116.034,33.0475
6221,115.904,33.1285
6223,115.911,33.1788
6224,115.884,33.261
6225,116.179,33.3751
6226,115.84,33.2908
6227,115.848,33.3249
6228,115.782,33.3389
6229,115.705,33.347
6230,115.667,33.3665
6231,115.667,33.3665
6232,115.667,33.3665
6233,115.737,33.2118
6236,115.85,33.4139
6237,115.682,33.4753
6239,116.063,33.5593
6240,115.966,33.5501
6243,116.206,33.6851
6244,116.479,33.8387
6245,116.479,33.8387
6251,115.893,33.6814
6252,115.947,33.7549
6253,116.023,33.7833
6254,116.064,33.8339
6255,116.196,33.9611
6256,116.166,34.0528
6258,116.328,34.3554
6260,115.866,34.4665
6262,116.164,34.7085
6271,115.622,33.6191
6274,115.648,34.0339
6275,115.648,34.0339
6280,115.286,33.7063
6281,115.077,33.6033
6282,115.038,33.7289
6284,115.199,33.8658
6285,115.243,33.9815
6286,115.196,34.0706
6288,115.171,34.2007
6290,115.13,34.2997
6302,116.722,31.9063
6304,116.754,32.1792
6306,117.108,32.2959
6308,116.856,32.5578
6309,117.112,32.6655
6311,117.134,32.792
6312,117.323,33.0229
6313,117.244,33.0587
6315,117.347,33.3002
6316,117.355,33.5312
6317,117.695,33.6408
6318,117.647,33.8827
6320,117.658,34.1101
6321,117.513,34.275
6322,117.458,34.4018
6323,117.61,34.4795
6324,117.835,34.5366
6326,117.789,34.7633
6327,117.581,34.8571
6328,118.43,34.6355
6330,117.773,34.9152
6331,117.773,34.9152
6332,117.773,34.9152
6333,117.14,34.9119
6335,118.108,34.0052
6336,118.615,33.9788
6337,119.279,33.9511
6338,118.816,34.2718
6341,118.171,33.5134
6343,118.803,33.4991
6346,120.017,33.3592
6348,120.147,33.8861
6350,117.735,33.2605
6351,117.94,33.2818
6352,118.116,33.1916
6353,118.502,33.1415
6355,119.179,33.0741
6356,119.738,33.1421
6357,118.696,32.8254
6358,118.696,32.4828
6359,119.282,32.4504
6361,117.755,33.0033
6363,118.003,32.9129
6365,118.28,32.7414
6367,118.336,32.408
6368,118.339,32.1906
6369,118.788,32.0371
6370,117.628,32.7816
6372,117.675,32.6434
6373,117.788,32.5028
6375,117.819,32.327
6383,117.372,31.9444
6384,117.668,31.9539
6386,117.782,31.9138
6390,116.393,32.774
6391,116.75,33.0444
6392,116.658,33.4496
6393,116.832,33.5541
6394,116.982,33.8409
6395,117.018,33.9603
6396,117.052,34.3699
6397,116.946,34.5417
6398,116.599,34.8187
6401,116.725,31.6349
6403,116.796,31.6394
6405,117.003,31.6037
6407,117.24,31.6511
6409,117.466,31.6051
6410,117.705,31.6263
6411,117.936,31.5303
6412,117.984,31.5972
6413,118.06,31.5548
6415,118.296,31.4638
6417,118.18,31.7593
6418,118.113,31.9182
6419,118.097,32.0298
6420,118.821,31.7369
6421,118.571,31.3422
6422,118.573,31.3845
6423,118.697,31.2953
6424,118.887,31.3167
6425,119.141,31.3827
6426,119.257,30.8069
6427,119.589,30.8562
6428,118.014,32.1436
6429,120.858,30.965
6430,121.456,30.6757
6431,122.374,30.56
6432,121.563,30.8808
6434,125.304,30.7918
6435,120.485,28.2238
6436,123.716,29.9389
6437,120.593,27.815
6438,121.518,28.1678
6440,125.269,26.3361
6442,121.944,31.2873
6443,124.324,31.8595
6445,121.641,32.9828
6446,121.709,33.2255
6447,121.744,33.4539
6448,121.804,33.655
6449,121.563,30.8808
6450,122.725,33.3512
6460,116.79,31.2726
6461,117.102,31.1226
6462,117.202,31.1251
6464,117.082,31
6465,117.072,30.8577
6466,117.083,30.7191
6467,117.142,30.56
6468,117.135,30.2141
6470,117.285,30.466
6472,117.716,30.2695
6473,118.134,30.4884
6475,117.406,30.5918
6476,117.684,30.7714
6477,117.948,30.7662
6479,118.491,30.7365
6480,118.214,31.2911
6484,119.098,30.9527
6485,117.444,31.1628
6487,117.659,31.1644
6488,117.732,31.1316
6489,117.99,31.1699
6490,118.118,31.1726
6501,115.929,31.5415
6502,116.174,31.2842
6503,115.782,31.2002
6504,116.042,31.3088
6505,116.113,31.1669
6506,116.111,31.0585
6507,115.706,30.7377
6509,116.23,30.8911
6510,116.108,30.7611
6511,115.263,30.5385
6512,116.077,30.4531
6513,116.028,30.258
6514,115.083,30.0512
6515,115.797,29.9983
6516,115.234,30.2473
6517,115.775,29.7243
6518,115.182,29.8196
6519,115.63,29.5155
6521,115.547,30.3336
6522,115.5,29.1465
6525,115.044,29.3426
6528,114.856,29.005
6530,114.641,28.8409
6531,114.641,28.8409
6532,115.026,28.2746
6535,114.821,27.6661
6536,114.342,27.5243
6537,114.409,26.3956
6556,116.309,31.8667
6558,116.315,31.7786
6560,116.382,31.7998
6562,116.469,31.7387
6564,116.547,31.7289
6566,116.385,31.4333
6568,116.519,31.2409
6569,116.448,31.1061
6571,116.398,30.9411
6572,116.397,30.8038
6574,116.411,30.6506
6575,116.406,30.3971
6603,116.735,30.8722
6605,116.761,30.7289
6606,116.797,30.6368
6608,116.819,30.448
6609,116.696,30.2456
6612,117.42,29.4402
6613,116.535,29.9539
6614,116.655,29.8529
6616,116.417,29.7503
6618,116.333,29.599
6620,116.534,29.3793
6623,116.079,29.0302
6627,115.89,28.8607
6628,115.759,28.8086
6630,116.109,26.8461
6631,115.741,28.4585
6632,115.336,28.6167
6635,116.827,27.9307
6638,118.532,28.3633
6639,119.339,27.9012
6640,117.593,26.707
6642,118.246,25.5621
6646,121.242,25.3676
6701,115.299,24.4451
6705,115.047,25.0907
6707,113.957,22.1514
6710,115.217,21.9197
6711,114.997,21.4593
6712,115.391,20.782
6713,116.72,20.6654
6714,116.292,21.1064
6716,116.528,21.8631
6718,117.864,21.1954
6720,117.07,20.6781
6721,118.481,20.6971
6722,118.606,20.4072
6725,122.753,18.1335
6726,122.753,18.1335
6728,124.985,17.3597
6740,126.684,15.7465
6743,128.913,16.9631
6751,117.129,22.142
6752,118.113,22.1129
6753,119.591,23.3991
6754,117.704,23.1249
6758,120.242,22.2557
6760,123.851,21.509
6762,122.226,21.7168
6765,124.773,18.3886
6770,127.451,19.085
6798,105.623,10.4914
6799,96.8303,12.171
6831,115.961,31.9543
6832,115.961,31.9543
6837,115.961,31.9543
6841,115.961,31.9543
6842,115.961,31.9543
6845,115.961,31.9543
6847,115.961,31.9543
6849,115.961,31.9543
6850,115.961,31.9543
6865,115.961,31.9543
6870,115.961,31.9543
6872,115.961,31.9543
6892,115.961,31.9543
6901,115.835,31.9357
6902,115.835,31.9357
6904,115.835,31.9357
6905,115.835,31.9357
6906,115.835,31.9357
6909,115.835,31.9357
6910,115.835,31.9357
6911,115.835,31.9357
6913,115.835,31.9357
6914,115.835,31.9357
6915,115.835,31.9357
6916,115.835,31.9357
6917,115.835,31.9357
6918,115.835,31.9357
6919,115.758,31.7474
6920,115.835,31.9357
6921,115.835,31.9357
6922,115.835,31.9357
6923,115.835,31.9357
6924,115.835,31.9357
6926,115.758,31.7474
6929,115.758,31.7474
6931,115.758,31.7474
6932,115.758,31.7474
6933,115.758,31.7474
6934,115.758,31.7474
6935,115.758,31.7474
6936,115.758,31.7474
6939,115.758,31.7474
6941,115.758,31.7474
6942,115.758,31.7474
6943,115.758,31.7474
6944,115.758,31.7474
6945,115.758,31.7474
6946,115.758,31.7474
6947,115.758,31.7474
6951,115.862,31.9504
6952,115.875,32.0119
6953,115.839,32.0255
6954,115.826,32.0378
6955,115.91,32.0784
6956,115.803,32.0368
6957,115.783,32.0336
6959,115.755,32.0538
6960,115.826,32.0378
6961,115.783,32.0336
6963,115.798,32.0888
6964,115.85,32.1325
6965,115.798,32.0888
6968,115.739,32.2816
6970,115.91,32.0784
6979,115.896,31.9677
6981,115.909,31.9861
6982,115.908,32.0036
6983,115.908,32.0036
6984,115.932,31.9431
6985,115.961,31.9543
6986,115.944,31.9953
6987,115.961,32.0169
6988,115.954,32.0632
6989,116.017,32.0407
6990,116.009,32.0925
6991,116.103,32.0885
6992,116.126,32.198
7000,147.314,42.8771
7001,146.189,43.3906
7004,147.289,42.9024
7005,147.301,42.9123
7006,147.301,42.9123
7007,147.328,42.9206
7008,147.277,42.8693
7009,147.294,42.8444
7010,147.228,42.8652
7011,147.241,42.7885
7012,147.175,42.8354
7015,147.36,42.8414
7016,147.35,42.8126
7017,147.335,42.7358
7018,147.406,42.8837
7019,147.438,42.9087
7020,147.498,42.9754
7021,147.486,42.9108
7022,147.421,43.0265
7023,147.404,42.9835
7024,147.512,42.9552
7025,147.455,42.7481
7026,147.431,42.6492
7027,147.393,42.5274
7030,146.909,42.2896
7050,147.3,42.9635
7051,147.3,42.9635
7052,147.313,43.0045
7053,147.34,42.9552
7054,147.238,42.9937
7055,147.287,42.9948
7109,146.546,43.1965
7112,147.14,43.1915
7113,146.984,43.0937
7116,146.92,43.1596
7117,147.011,43.2929
7120,147.47,42.3552
7139,145.962,42.7329
7140,146.576,42.4226
7150,147.327,43.2915
7155,147.222,43.1244
7162,147.217,43.1606
7163,147.226,43.21
7170,147.484,42.8411
7171,147.493,42.7792
7172,147.652,42.7282
7173,147.664,42.8389
7174,147.764,42.8091
7175,147.841,42.8291
7176,147.86,42.7524
7177,147.942,42.8964
7178,147.904,42.9506
7179,147.912,43.0129
7180,147.925,43.1329
7182,147.838,43.1579
7183,147.792,43.1845
7184,147.717,43.0891
7185,147.767,43.0586
7186,147.682,43.0062
7187,147.81,43.0692
7190,147.88,42.2986
7209,147.536,42.1246
7210,147.454,41.9386
7211,147.306,41.7684
7212,147.478,41.5895
7213,147.787,41.7998
7214,147.952,41.6031
7215,148.178,41.8166
7216,148.109,41.2367
7248,147.13,41.4024
7249,147.159,41.4711
7250,147.091,41.438
7251,147.091,41.438
7252,146.99,41.185
7253,146.838,41.1039
7254,147.248,41.1365
7255,148.04,39.9986
7256,143.985,39.8721
7257,148.231,40.3933
7258,147.204,41.5029
7259,147.407,41.3311
7260,147.508,41.1552
7261,147.559,41.1483
7262,147.556,40.9361
7263,147.71,41.2833
7264,148.054,41.0063
7265,147.836,41.0766
7267,147.104,41.2655
7268,147.201,41.308
7270,146.787,41.1701
7275,146.839,41.3169
7276,146.974,41.2933
7277,147.007,41.3728
7290,147.069,41.5141
7291,147.015,41.5321
7292,146.953,41.4596
7300,147.214,41.6183
7301,146.87,41.7232
7302,146.987,41.7233
7303,146.806,41.4943
7304,146.24,41.6666
7305,146.44,41.3487
7306,146.155,41.4705
7307,146.55,41.2401
7310,146.206,41.3179
7315,146.052,41.3078
7316,145.973,41.2488
7320,145.89,41.083
7321,145.518,41.4221
7322,145.805,41.0471
7325,145.617,41.1025
7330,145.023,41.1561
7331,145.279,40.7584
7466,145.794,42.3449
7467,145.535,42.0914
7468,145.578,42.7594
7469,145.228,41.774
7470,145.469,41.889
8001,144.964,37.813
8007,144.964,37.813
8008,144.964,37.813
8009,144.964,37.813
